id,usuario,fecha,texto,texto_limpio,categoria,puntuacion
190,,2026-06-17,"2,04479E+18 ElVencedor Oooh qué sorpresa !!!!! Jajaja no se podía esperar más. Siempre los delincuentes se solidarizarán con sus iguales. Qué bueno que el Perú se soltó a tiempo de tu empobrecedor y corrupto gobierno. Qué bueno que ahora vas a tener que pagar con tu bolsillo a las prostis 16/04/2026 9:30 0 0 0 4 0 418 VERDADERO 27/03/2021 9:38 34 107 3641 902 3953 FALSO FALSO",2 04479e 18 elvencedor oooh qué sorpresa jajaja no se podía esperar más siempre los delincuentes se solidarizarán con sus iguales qué bueno que el perú se soltó a tiempo de tu empobrecedor y corrupto gobierno qué bueno que ahora vas a tener que pagar con tu bolsillo a las prostis 16 04 2026 9 30 0 0 0 4 0 418 verdadero 27 03 2021 9 38 34 107 3641 902 3953 falso falso,negativo,-0.2267
191,,2026-06-17,"2,04479E+18 Patricia Presidente Jeriiiii, porque fue con esos chinos traidores, no estaríamos sufriendo ahora. 16/04/2026 9:31 1 0 0 4 0 325 Emprendedora, Contador, madre de 2 niños A1, mi orgullo, mi fuerza para seguir pese a todo. FALSO 31/03/2021 19:17 348 469 99773 36 10755 FALSO FALSO",2 04479e 18 patricia presidente jeriiiii porque fue con esos chinos traidores no estaríamos sufriendo ahora 16 04 2026 9 31 1 0 0 4 0 325 emprendedora contador madre de 2 niños a1 mi orgullo mi fuerza para seguir pese a todo falso 31 03 2021 19 17 348 469 99773 36 10755 falso falso,negativo,-0.3571
197,,2026-06-17,"2,04479E+18 Claudio RodriPas. "" A las regiones van a tocarle las puertas SOLO cuando están en campaña electoral estos hijos de puta. Lo único que quieren, como tú, es tener poder para llenarse los bolsillos y hacer las cosas como la mierda gana les da",2 04479e 18 claudio rodripas a las regiones van a tocarle las puertas solo cuando están en campaña electoral estos hijos de puta lo único que quieren como tú es tener poder para llenarse los bolsillos y hacer las cosas como la mierda gana les da,negativo,-1.3043
198,,2026-06-17,""" 16/04/2026 9:59 0 0 0 4 0 55 Ni con vagos Rojetes, mafiosos Naranjetes o vividores Caviaretes. Miras las mañas de tus rivales políticos PERO bien q' te comes la caca d quienes defiendes???? FALSO 30/03/2024 16:25 zona de la Imparcialidad 41 299 1442 634 9431 FALSO FALSO",16 04 2026 9 59 0 0 0 4 0 55 ni con vagos rojetes mafiosos naranjetes o vividores caviaretes miras las mañas de tus rivales políticos pero bien q te comes la caca d quienes defiendes falso 30 03 2024 16 25 zona de la imparcialidad 41 299 1442 634 9431 falso falso,negativo,-0.1852
199,,2026-06-17,"2,0448E+18 MichoTrozte calla pajero 16/04/2026 10:29 0 0 0 3 0 37 Didn't you call my fears with a Cheshire Cat smile????? FALSO 07/02/2020 17:02 El tizón 3087 630 33946 992 31603 FALSO FALSO",2 0448e 18 michotrozte calla pajero 16 04 2026 10 29 0 0 0 3 0 37 didn t you call my fears with a cheshire cat smile falso 07 02 2020 17 02 el tizón 3087 630 33946 992 31603 falso falso,negativo,-1.1628
200,,2026-06-17,"2,04479E+18 Luis Atusparia Violín 16/04/2026 9:57 0 0 0 3 0 63 estrategia política,RONIN.socio principal y fundador de laboratorio político del Perú VERDADERO 23/02/2014 0:57 Lima, Peru 1578 2270 37938 3412 62087 FALSO VERDADERO",2 04479e 18 luis atusparia violín 16 04 2026 9 57 0 0 0 3 0 63 estrategia política ronin socio principal y fundador de laboratorio político del perú verdadero 23 02 2014 0 57 lima peru 1578 2270 37938 3412 62087 falso verdadero,negativo,-0.6818
202,,2026-06-17,"2,0448E+18 Javier LR 16/04/2026 10:29 1 0 0 3 1 155 Por los que alientan desde el cielo,por mi hijo,que desde allá, retumbará: Arriba Alianza ?????? VERDADERO 19/03/2013 12:47 Callao, Peru 1027 5723 246809 778 14446 FALSO FALSO",2 0448e 18 javier lr 16 04 2026 10 29 1 0 0 3 1 155 por los que alientan desde el cielo por mi hijo que desde allá retumbará arriba alianza verdadero 19 03 2013 12 47 callao peru 1027 5723 246809 778 14446 falso falso,negativo,-0.2128
204,,2026-06-17,"2,04479E+18 Oscar Mena Zapata Pero seguirán las protestas y ver a y sus socios en la cárcel 16/04/2026 10:00 0 0 1 1 0 97 Tecnología Entretenimiento en general ni de izquierda ni derecha anti comunista. luche en los conflictos 81 y 95 además contra SL COMUNISMO NUNCA ???????????? FALSO 09/04/2019 13:56 San Miguel Peru 1103 631 106878 16653 235243 FALSO FALSO",2 04479e 18 oscar mena zapata pero seguirán las protestas y ver a y sus socios en la cárcel 16 04 2026 10 00 0 0 1 1 0 97 tecnología entretenimiento en general ni de izquierda ni derecha anti comunista luche en los conflictos 81 y 95 además contra sl comunismo nunca falso 09 04 2019 13 56 san miguel peru 1103 631 106878 16653 235243 falso falso,negativo,-0.2899
205,,2026-06-17,"2,0448E+18 Luu pensando en como intentar salvarte dirás, pobre y triste impotente xD 16/04/2026 10:34 0 0 0 3 0 36 ""Administradora",2 0448e 18 luu pensando en como intentar salvarte dirás pobre y triste impotente xd 16 04 2026 10 34 0 0 0 3 0 36 administradora,negativo,-0.7407
207,,2026-06-17,"2,04487E+18 Percy Barzola Bahamo Vean pues con lo que sale un pelele que funjia de presidente, por si acaso, los que esperaban que el desarrollo del Perú y que ese crecimiento les llegara, eran las empresas con las que tú trabajas por lo bajo. Así que no vengas con cojudeces y hacerte el gran analista. Pelele . 16/04/2026 15:04 0 0 0 3 0 84 Ciudadano común y corriente.... VERDADERO 13/01/2015 18:11 Lima-Peru. 182 88 65071 109 24905 FALSO FALSO",2 04487e 18 percy barzola bahamo vean pues con lo que sale un pelele que funjia de presidente por si acaso los que esperaban que el desarrollo del perú y que ese crecimiento les llegara eran las empresas con las que tú trabajas por lo bajo así que no vengas con cojudeces y hacerte el gran analista pelele 16 04 2026 15 04 0 0 0 3 0 84 ciudadano común y corriente verdadero 13 01 2015 18 11 lima peru 182 88 65071 109 24905 falso falso,negativo,-0.4545
209,,2026-06-17,"2,04489E+18 La Sombra Pensando en el país, espero que termines en la cárcel, por estar favoreciendo a tus amigas ruflas. Pa la próxima, cacha con tu plata, no con la del Estado. 16/04/2026 16:35 0 0 0 3 0 56 Si vas a decir todo lo que quieres, vas a tener que oír lo que no quieres. Y ahí voy a estar yo para decírtelo. FALSO 03/06/2024 11:00 52 664 39266 195 14888 FALSO FALSO",2 04489e 18 la sombra pensando en el país espero que termines en la cárcel por estar favoreciendo a tus amigas ruflas pa la próxima cacha con tu plata no con la del estado 16 04 2026 16 35 0 0 0 3 0 56 si vas a decir todo lo que quieres vas a tener que oír lo que no quieres y ahí voy a estar yo para decírtelo falso 03 06 2024 11 00 52 664 39266 195 14888 falso falso,negativo,-0.6024
210,,2026-06-17,"2,04489E+18 AcaroDeCerdo Tenías solo un solo trabajo y era resistir, y por jer0pa te vacaron... una vergüenza para el Perú 16/04/2026 16:36 0 0 0 3 0 44 Acaro de cerdos, políticos, chairos, ETS, etc y etc FALSO 21/05/2020 19:17 53 139 15810 1264 27321 FALSO FALSO",2 04489e 18 acarodecerdo tenías solo un solo trabajo y era resistir y por jer0pa te vacaron una vergüenza para el perú 16 04 2026 16 36 0 0 0 3 0 44 acaro de cerdos políticos chairos ets etc y etc falso 21 05 2020 19 17 53 139 15810 1264 27321 falso falso,negativo,-0.9091
213,,2026-06-17,"2,04483E+18 Eliana Santillán Claro le conviene para que archiven todas las investigaciones de las contrataciones fraudulentas y demás! ¡Si lo apoyas hay la seguridad de que sea un gobierno nefasto! 16/04/2026 12:31 1 0 0 3 0 756 FALSO 28/07/2023 8:34 11 34 2590 10 1978 FALSO FALSO",2 04483e 18 eliana santillán claro le conviene para que archiven todas las investigaciones de las contrataciones fraudulentas y demás si lo apoyas hay la seguridad de que sea un gobierno nefasto 16 04 2026 12 31 1 0 0 3 0 756 falso 28 07 2023 8 34 11 34 2590 10 1978 falso falso,negativo,-0.5357
215,,2026-06-17,"2,04481E+18 Valeria ???? Tu pagaste prostis con dinero del Estado, mantente callado. Me daría vergüenza que me escojan de presidente a la chiripa y ser lo que tu fuiste! Que desperdicio de oportunidad en tu carrera política. 16/04/2026 11:02 0 0 0 3 0 124 Progres, una peste muy de moda. FALSO 08/04/2016 17:13 Lima, Perú 3439 578 14253 426 16246 FALSO VERDADERO",2 04481e 18 valeria tu pagaste prostis con dinero del estado mantente callado me daría vergüenza que me escojan de presidente a la chiripa y ser lo que tu fuiste que desperdicio de oportunidad en tu carrera política 16 04 2026 11 02 0 0 0 3 0 124 progres una peste muy de moda falso 08 04 2016 17 13 lima perú 3439 578 14253 426 16246 falso verdadero,negativo,-0.2143
216,,2026-06-17,"2,04479E+18 Arón ????????????? "" Fuera violín hijo de puta",2 04479e 18 arón fuera violín hijo de puta,muy negativo,-10.0
218,,2026-06-17,"Rata"" 16/04/2026 9:43 0 0 0 3 0 27 Leales SIEMPRE traidores NUNCA! FALSO 23/07/2020 11:45 Nación, Tahuantinsuyo 824 242 63075 2531 21895 FALSO FALSO",rata 16 04 2026 9 43 0 0 0 3 0 27 leales siempre traidores nunca falso 23 07 2020 11 45 nación tahuantinsuyo 824 242 63075 2531 21895 falso falso,negativo,-1.1935
224,,2026-06-17,"2,04482E+18 CrMollo Fue un gran error de porky buscar la vacancia de jeri 16/04/2026 11:40 0 0 1 1 0 17 FALSO 06/03/2021 18:01 75 566 27043 1 9892 FALSO FALSO",2 04482e 18 crmollo fue un gran error de porky buscar la vacancia de jeri 16 04 2026 11 40 0 0 1 1 0 17 falso 06 03 2021 18 01 75 566 27043 1 9892 falso falso,negativo,-0.5128
225,,2026-06-17,"2,04479E+18 Simbad Atorr4nte de m...., terminarás preso... Ya falta poco para el 28 de julio.. jejejeje.. 16/04/2026 9:44 0 0 0 3 0 26 ""Detesto la corrupción venga de donde venga...",2 04479e 18 simbad atorr4nte de m terminarás preso ya falta poco para el 28 de julio jejejeje 16 04 2026 9 44 0 0 0 3 0 26 detesto la corrupción venga de donde venga,negativo,-1.3889
227,,2026-06-17,"2,04481E+18 GeorgeHonesto calla el hociko sirviente del #PactoMafioso 16/04/2026 11:04 0 0 0 3 0 25 Antes, ahora y después honesto y luchando contra los corruptos VERDADERO 20/12/2017 19:44 1164 1812 391100 4429 29903 FALSO FALSO",2 04481e 18 georgehonesto calla el hociko sirviente del pactomafioso 16 04 2026 11 04 0 0 0 3 0 25 antes ahora y después honesto y luchando contra los corruptos verdadero 20 12 2017 19 44 1164 1812 391100 4429 29903 falso falso,negativo,-1.5909
228,,2026-06-17,"2,04487E+18 ZoilaA Que se puede esperar de un pajeri dándole apoyo al otro pajero y violador, si violador RLA quiere violar al presidente del JNE. Uds son unos enfermeros sexuales. Aparte de corruptos por supuesto. 16/04/2026 15:03 0 0 0 2 0 240 . FALSO 08/04/2020 19:09 91 269 22203 164 26421 FALSO FALSO",2 04487e 18 zoilaa que se puede esperar de un pajeri dándole apoyo al otro pajero y violador si violador rla quiere violar al presidente del jne uds son unos enfermeros sexuales aparte de corruptos por supuesto 16 04 2026 15 03 0 0 0 2 0 240 falso 08 04 2020 19 09 91 269 22203 164 26421 falso falso,muy negativo,-2.459
233,,2026-06-17,"2,04481E+18 Jonathan Mori Hasta a Pedro Castillo puedo considerar ex presidente del Perú porque querramos o no fue elegido por el pueblo peruano, pero a este tipo Jeri me da vergüenza decir que rpresentaba al Perú como presidente, tocamos fondo sin duda 16/04/2026 11:10 0 0 0 2 0 30 ""business man",2 04481e 18 jonathan mori hasta a pedro castillo puedo considerar ex presidente del perú porque querramos o no fue elegido por el pueblo peruano pero a este tipo jeri me da vergüenza decir que rpresentaba al perú como presidente tocamos fondo sin duda 16 04 2026 11 10 0 0 0 2 0 30 business man,negativo,-0.1754
235,,2026-06-17,"no me gustan los corruptos"" FALSO 14/10/2023 2:14 24 89 1485 56 7090 FALSO FALSO",no me gustan los corruptos falso 14 10 2023 2 14 24 89 1485 56 7090 falso falso,negativo,-1.6667
236,,2026-06-17,"2,04486E+18 0rganismo viviente Calla violador conchadetumadre 16/04/2026 14:25 0 0 0 2 0 6 Amo el sol de invierno. FALSO 21/01/2012 0:01 Lo que queda del Chinchaysuyo 202 371 258834 504 20185 FALSO FALSO",2 04486e 18 0rganismo viviente calla violador conchadetumadre 16 04 2026 14 25 0 0 0 2 0 6 amo el sol de invierno falso 21 01 2012 0 01 lo que queda del chinchaysuyo 202 371 258834 504 20185 falso falso,negativo,-1.9048
237,,2026-06-17,"2,04479E+18 CarlosdelRio52 Vete a la mierda, pendejo. 16/04/2026 9:54 0 0 0 2 0 18 FALSO 06/04/2018 18:42 1614 1090 228613 0 62083 FALSO FALSO",2 04479e 18 carlosdelrio52 vete a la mierda pendejo 16 04 2026 9 54 0 0 0 2 0 18 falso 06 04 2018 18 42 1614 1090 228613 0 62083 falso falso,muy negativo,-2.1212
238,,2026-06-17,"2,04505E+18 Franchu oe mano, mejor procupate por encontrar un buen abogado con todo lo que se te viene despues de 28 de julio, que las unicas pajas que vas a poder hacerte van a ser en la carcel nomas, y ahi no va a valer el fui presidente por accidente... 17/04/2026 2:50 0 0 0 2 0 217 ""Ya probé, ya fumé, ya tomé, ya dejé, ya firmé, ya viajé",2 04505e 18 franchu oe mano mejor procupate por encontrar un buen abogado con todo lo que se te viene despues de 28 de julio que las unicas pajas que vas a poder hacerte van a ser en la carcel nomas y ahi no va a valer el fui presidente por accidente 17 04 2026 2 50 0 0 0 2 0 217 ya probé ya fumé ya tomé ya dejé ya firmé ya viajé,negativo,-0.5333
242,,2026-06-17,"2,0448E+18 LUIIS ? Es que tu respaldo no es algo bueno oe pajero, si quieres que gane apoya al que quieras que pierda. 16/04/2026 10:21 0 0 0 2 0 46 aduka te eduka VERDADERO 25/09/2023 17:35 Still At The Restaurant 313 317 100735 926 16400 FALSO FALSO",2 0448e 18 luiis es que tu respaldo no es algo bueno oe pajero si quieres que gane apoya al que quieras que pierda 16 04 2026 10 21 0 0 0 2 0 46 aduka te eduka verdadero 25 09 2023 17 35 still at the restaurant 313 317 100735 926 16400 falso falso,negativo,-0.1818
243,,2026-06-17,"2,04479E+18 Pimpom ?????? "" El unico desarrollo que te importo fue el de tus scorts y tu miembro; asi que largate de aca"" 16/04/2026 9:55 0 0 0 2 0 64 Muy guapo y de cartón FALSO 10/03/2009 23:45 1052 1264 24791 2187 24885 FALSO FALSO",2 04479e 18 pimpom el unico desarrollo que te importo fue el de tus scorts y tu miembro asi que largate de aca 16 04 2026 9 55 0 0 0 2 0 64 muy guapo y de cartón falso 10 03 2009 23 45 1052 1264 24791 2187 24885 falso falso,negativo,-0.2885
244,,2026-06-17,"2,04481E+18 Clau Y quien te preguntó? Deberías estar en la cárcel, imbecile 16/04/2026 11:07 0 0 0 2 0 16 ???????? FALSO 15/05/2014 17:54 82 160 181873 159 8160 FALSO FALSO",2 04481e 18 clau y quien te preguntó deberías estar en la cárcel imbecile 16 04 2026 11 07 0 0 0 2 0 16 falso 15 05 2014 17 54 82 160 181873 159 8160 falso falso,negativo,-0.5263
245,,2026-06-17,"2,0448E+18 Eder Un violador apoyando a otro violador, q bonito. Demostrando q siempre fuiste y serás un miserable títere. 16/04/2026 10:35 0 0 0 2 0 29 Lo q sea... FALSO 12/09/2024 1:47 Lima, Perú 37 231 38750 960 24497 FALSO FALSO",2 0448e 18 eder un violador apoyando a otro violador q bonito demostrando q siempre fuiste y serás un miserable títere 16 04 2026 10 35 0 0 0 2 0 29 lo q sea falso 12 09 2024 1 47 lima perú 37 231 38750 960 24497 falso falso,negativo,-1.74
247,,2026-06-17,"2,04483E+18 Mujer Andina Calla VIOLIN, tu palabra no vale de nada. Eres un cero a la izquierda. 16/04/2026 12:34 0 0 0 2 0 162 Mamá, profesora. Amo la vida ??Amante del amanecer ??.Sonccoypim llaqtay. Munaspaykiqa qatiykuay ??. Tus insultos por mi origen me llegan a la punta de la teta. VERDADERO 05/10/2019 16:40 Mayupi 546 118 1706 110 5241 FALSO FALSO",2 04483e 18 mujer andina calla violin tu palabra no vale de nada eres un cero a la izquierda 16 04 2026 12 34 0 0 0 2 0 162 mamá profesora amo la vida amante del amanecer sonccoypim llaqtay munaspaykiqa qatiykuay tus insultos por mi origen me llegan a la punta de la teta verdadero 05 10 2019 16 40 mayupi 546 118 1706 110 5241 falso falso,negativo,-0.7246
248,,2026-06-17,"2,04485E+18 Michael El país está jodido por gente como tú, que tiene reuniones con empresarios siendo presidente, la derecha y la izquierda no existen, son cojudeces, lo que realmente existe son políticos corruptos e incapaces y es lo que al final va a quedar para escoger. 16/04/2026 14:05 0 0 0 2 0 917 FALSO 10/11/2018 13:24 25 476 7078 5 5969 FALSO FALSO",2 04485e 18 michael el país está jodido por gente como tú que tiene reuniones con empresarios siendo presidente la derecha y la izquierda no existen son cojudeces lo que realmente existe son políticos corruptos e incapaces y es lo que al final va a quedar para escoger 16 04 2026 14 05 0 0 0 2 0 917 falso 10 11 2018 13 24 25 476 7078 5 5969 falso falso,negativo,-0.4167
252,,2026-06-17,"2,0448E+18 Milagros Por este tipo de comentarios, qué bueno que te vacaron ?? 16/04/2026 10:22 0 0 0 2 0 32 ??????? FALSO 10/09/2011 15:29 Peru 707 1807 129732 604 42363 FALSO FALSO",2 0448e 18 milagros por este tipo de comentarios qué bueno que te vacaron 16 04 2026 10 22 0 0 0 2 0 32 falso 10 09 2011 15 29 peru 707 1807 129732 604 42363 falso falso,negativo,-0.2564
260,,2026-06-17,"2,04479E+18 ???? Z ???? "" Oe cagada tu opinión no importa ????",2 04479e 18 z oe cagada tu opinión no importa,negativo,-2.0
261,,2026-06-17,Ya sabemos que fuiste y sigues siendo un títere rastrero de Keiko y su argolla como lo es el cerdo inepto,ya sabemos que fuiste y sigues siendo un títere rastrero de keiko y su argolla como lo es el cerdo inepto,muy negativo,-2.8571
262,,2026-06-17,"Así que deja que los peruanos votemos por quien creamos, no mendigues votos payaso de M ????"" 16/04/2026 9:46 0 0 0 2 0 123 ""Huaracino ??? Sanmarquino.Amo el rock??el terror??lo paranormal?? y la geopolítica??",así que deja que los peruanos votemos por quien creamos no mendigues votos payaso de m 16 04 2026 9 46 0 0 0 2 0 123 huaracino sanmarquino amo el rock el terror lo paranormal y la geopolítica,negativo,-0.5128
264,,2026-06-17,"2,04478E+18 Filósofo de la Calle Calla ctm 16/04/2026 9:28 0 0 0 2 0 28 Trolleo, Me indigno y Opino de lo que Te Gusta y de lo que No ....... AL?? tlv FALSO 25/06/2009 14:08 Lima Norte ?? 908 2185 1356 907 86580 FALSO FALSO",2 04478e 18 filósofo de la calle calla ctm 16 04 2026 9 28 0 0 0 2 0 28 trolleo me indigno y opino de lo que te gusta y de lo que no al tlv falso 25 06 2009 14 08 lima norte 908 2185 1356 907 86580 falso falso,negativo,-0.9615
267,,2026-06-17,"2,04501E+18 Jorcarde Escucha pajero lobbista: métete tus palabras por el orto. Tuviste la oportunidad de trabajar por el Perú y perdiste el tiempo entre busconas y chinos mafiosos. 17/04/2026 0:28 0 0 0 2 0 186 VERDADERO 23/09/2012 18:52 121 1362 24693 457 16749 FALSO FALSO",2 04501e 18 jorcarde escucha pajero lobbista métete tus palabras por el orto tuviste la oportunidad de trabajar por el perú y perdiste el tiempo entre busconas y chinos mafiosos 17 04 2026 0 28 0 0 0 2 0 186 verdadero 23 09 2012 18 52 121 1362 24693 457 16749 falso falso,negativo,-1.4815
268,,2026-06-17,"2,04486E+18 Jheferson Fv Claro jeri ,te haremos caso por que haces lobby con los chinos ,claro que si, sin contar que eres un Pajero ?? 16/04/2026 14:10 0 0 0 2 1 323 VERDADERO 15/11/2021 15:30 0 10 836 36 313 FALSO FALSO",2 04486e 18 jheferson fv claro jeri te haremos caso por que haces lobby con los chinos claro que si sin contar que eres un pajero 16 04 2026 14 10 0 0 0 2 1 323 verdadero 15 11 2021 15 30 0 10 836 36 313 falso falso,negativo,-0.6
270,,2026-06-17,"2,04483E+18 UnaAlienConVida Calla pajero pendejo, claro que prefieres que entre Porky, que es de tu misma calaña para mantenerte en la impunidad. Acosador y violador impresentable 16/04/2026 12:13 0 0 0 2 0 557 FALSO 26/03/2024 0:00 0 9 1847 0 203 FALSO FALSO",2 04483e 18 unaalienconvida calla pajero pendejo claro que prefieres que entre porky que es de tu misma calaña para mantenerte en la impunidad acosador y violador impresentable 16 04 2026 12 13 0 0 0 2 0 557 falso 26 03 2024 0 00 0 9 1847 0 203 falso falso,muy negativo,-2.5
272,,2026-06-17,"2,04479E+18 Martín Vargas Estrada "" Sí, que pase a 2V un candidato que amenaza sodomizar al Pdte del JNE porque el conteo no le favorece en determinado momento es lo que necesitamos.",2 04479e 18 martín vargas estrada sí que pase a 2v un candidato que amenaza sodomizar al pdte del jne porque el conteo no le favorece en determinado momento es lo que necesitamos,negativo,-0.6061
275,,2026-06-17,"2,04484E+18 Veri ?? Los miserables no opinan! ?? 16/04/2026 13:12 0 0 0 1 0 27 FALSO 14/10/2013 3:58 971 206 18730 66 2292 FALSO FALSO",2 04484e 18 veri los miserables no opinan 16 04 2026 13 12 0 0 0 1 0 27 falso 14 10 2013 3 58 971 206 18730 66 2292 falso falso,negativo,-0.9375
286,,2026-06-17,"2,0448E+18 "" Que tal ??! Jeri entró al congreso como reemplazo de Vizcarra y fue elegido como presidente por el peor parlamento de la historia y viene hoy """"pensar en el país"""". En el Perú comemos ?? pero marinas, no la de opiniones conchudas de personajes que nadie quiere recordar"" 16/04/2026 10:29 0 0 0 1 0 894 nace, crece, se reproduce, muere y pena FALSO 22/02/2011 13:41 del espacio exterior 28 377 1725 44 940 FALSO VERDADERO",2 0448e 18 que tal jeri entró al congreso como reemplazo de vizcarra y fue elegido como presidente por el peor parlamento de la historia y viene hoy pensar en el país en el perú comemos pero marinas no la de opiniones conchudas de personajes que nadie quiere recordar 16 04 2026 10 29 0 0 0 1 0 894 nace crece se reproduce muere y pena falso 22 02 2011 13 41 del espacio exterior 28 377 1725 44 940 falso verdadero,negativo,-0.1205
290,,2026-06-17,"2,0448E+18 Fiorella Alguiar Apoyas a los que te pusieron en el poder y luego al ver que eres un pajero insostenible, te vacaron 16/04/2026 10:18 0 0 0 1 0 18 Ciudadana informada??? VERDADERO 21/04/2021 17:40 107 43 19883 369 20161 FALSO FALSO",2 0448e 18 fiorella alguiar apoyas a los que te pusieron en el poder y luego al ver que eres un pajero insostenible te vacaron 16 04 2026 10 18 0 0 0 1 0 18 ciudadana informada verdadero 21 04 2021 17 40 107 43 19883 369 20161 falso falso,negativo,-1.1765
292,,2026-06-17,"2,0448E+18 ricardo barreda lope Como si la opinión de este pajero importase 16/04/2026 10:32 0 0 0 1 0 20 Administrador de empresas con mención en Finanzas (USIL) / Hincha de Universitario y padre de 02 lindos niños. FALSO 12/02/2012 23:32 Per 35 132 6393 303 8339 FALSO FALSO",2 0448e 18 ricardo barreda lope como si la opinión de este pajero importase 16 04 2026 10 32 0 0 0 1 0 20 administrador de empresas con mención en finanzas usil hincha de universitario y padre de 02 lindos niños falso 12 02 2012 23 32 per 35 132 6393 303 8339 falso falso,negativo,-0.5357
295,,2026-06-17,"2,0448E+18 Caro Está buscando alianzas con el voto pajero 16/04/2026 10:36 0 0 0 1 0 37 ante el umbral del peligro no siento temor VERDADERO 18/12/2021 22:38 arequipeña, gracias a dios 722 414 117569 161 18477 FALSO FALSO",2 0448e 18 caro está buscando alianzas con el voto pajero 16 04 2026 10 36 0 0 0 1 0 37 ante el umbral del peligro no siento temor verdadero 18 12 2021 22 38 arequipeña gracias a dios 722 414 117569 161 18477 falso falso,negativo,-1.0638
296,,2026-06-17,"2,04488E+18 Brussels_Griffon?? Fuera lobbista, sinverguenza ! 16/04/2026 15:45 0 0 0 1 0 10 Proffesionista, amante degli animali, appasionato di fotografia. ???? I?ll love my little monkey face forever. 02-24-2008 /06-30-2023 FALSO 08/10/2017 7:14 Pets heaven 1443 1119 521992 9919 291517 FALSO FALSO",2 04488e 18 brussels griffon fuera lobbista sinverguenza 16 04 2026 15 45 0 0 0 1 0 10 proffesionista amante degli animali appasionato di fotografia i ll love my little monkey face forever 02 24 2008 06 30 2023 falso 08 10 2017 7 14 pets heaven 1443 1119 521992 9919 291517 falso falso,negativo,-1.0909
301,,2026-06-17,"2,04479E+18 Cosmonauta De pervertido a pervertido. Qué sorpresa! Par de enfermos. 16/04/2026 10:06 0 0 0 1 0 66 Wanka en Huancayo VERDADERO 22/09/2011 22:58 21 148 2101 187 3715 FALSO FALSO",2 04479e 18 cosmonauta de pervertido a pervertido qué sorpresa par de enfermos 16 04 2026 10 06 0 0 0 1 0 66 wanka en huancayo verdadero 22 09 2011 22 58 21 148 2101 187 3715 falso falso,negativo,-2.0
303,,2026-06-17,"2,04494E+18 Fredy Del Pino "" Tú tuviste la oportunidad de conducir el país y lo seguirías haciendo, pero te dominó tu ambición y sed de CORRUPCIÓN.",2 04494e 18 fredy del pino tú tuviste la oportunidad de conducir el país y lo seguirías haciendo pero te dominó tu ambición y sed de corrupción,negativo,-1.1111
308,,2026-06-17,"2,04483E+18 Chancho Eterno Y este jeropa? La diosa Slaanesh adoraría tus excesos s3xual3s... 16/04/2026 12:37 0 0 0 1 0 5 Campeón de Slaanesh, elegido de Fulgrim, ladrón de almas y capitán de la 13° de los Hijos del Emperador. Soy el Chancho Sempiterno, eterno en guerra y exceso. FALSO 13/04/2026 19:58 14 29 42 5 52 FALSO FALSO",2 04483e 18 chancho eterno y este jeropa la diosa slaanesh adoraría tus excesos s3xual3s 16 04 2026 12 37 0 0 0 1 0 5 campeón de slaanesh elegido de fulgrim ladrón de almas y capitán de la 13 de los hijos del emperador soy el chancho sempiterno eterno en guerra y exceso falso 13 04 2026 19 58 14 29 42 5 52 falso falso,negativo,-1.3433
309,,2026-06-17,"2,04494E+18 Denny Franklin Atoche Umbo Callate la boca ???? 16/04/2026 19:37 0 0 0 1 0 4 FALSO 02/03/2022 22:34 20 145 6025 0 47 FALSO FALSO",2 04494e 18 denny franklin atoche umbo callate la boca 16 04 2026 19 37 0 0 0 1 0 4 falso 02 03 2022 22 34 20 145 6025 0 47 falso falso,negativo,-0.5882
310,,2026-06-17,"2,0448E+18 minpao Ojalá termines preso 16/04/2026 10:15 0 0 0 1 0 11 ""Freelancer Illustrator on",2 0448e 18 minpao ojalá termines preso 16 04 2026 10 15 0 0 0 1 0 11 freelancer illustrator on,negativo,-0.9524
317,,2026-06-17,"2,0448E+18 Zoca CALLA PAJER0 INSERVIBLE 16/04/2026 10:18 0 0 0 1 0 13 fan #1 de ex-cetra VERDADERO 19/02/2019 21:46 320 640 97194 963 43576 FALSO FALSO",2 0448e 18 zoca calla pajer0 inservible 16 04 2026 10 18 0 0 0 1 0 13 fan 1 de ex cetra verdadero 19 02 2019 21 46 320 640 97194 963 43576 falso falso,negativo,-1.3889
319,,2026-06-17,"2,04488E+18 t anda sigue viendo nopor nomas, pajero huevon 16/04/2026 15:57 0 0 0 1 0 4 VERDADERO 10/11/2009 13:59 133 759 91774 55 16556 FALSO FALSO",2 04488e 18 t anda sigue viendo nopor nomas pajero huevon 16 04 2026 15 57 0 0 0 1 0 4 verdadero 10 11 2009 13 59 133 759 91774 55 16556 falso falso,negativo,-1.4286
320,,2026-06-17,"2,04492E+18 Paz Tu opinión no cuenta enfermo pornográfico,eres un accidente político RECUERDE ERES UN ACCIDENTE LA MAFIA TE PUSO LA MAFIA TE QUITÓ CADAVER 16/04/2026 18:07 0 0 0 1 0 9 ""Existen dos maneras de ser engañados. Una es creer lo que no es verdad la otra es negarse a aceptar lo que si es verdad",2 04492e 18 paz tu opinión no cuenta enfermo pornográfico eres un accidente político recuerde eres un accidente la mafia te puso la mafia te quitó cadaver 16 04 2026 18 07 0 0 0 1 0 9 existen dos maneras de ser engañados una es creer lo que no es verdad la otra es negarse a aceptar lo que si es verdad,negativo,-0.9524
