id,texto,fecha,usuario
132,"2,0448E+18 FDS Buen mensaje. Tu podrías llegar más lejos, pero madura, de verdad, Madura!! 16/04/2026 10:11 0 0 0 7 0 61 Docente FALSO 01/06/2010 11:05 1559 604 134001 10002 47552 FALSO FALSO",2026-06-17,
133,"2,0448E+18 Rafael Villar Ud. a contratar calatas, pero a las elecciones no se meta. 16/04/2026 10:15 0 0 1 5 0 154 ?Las matemáticas nos hacen más libres y menos manipulables? Eduardo Sáenz VERDADERO 23/04/2011 7:05 Cercado de Lima 49 314 10348 34 1012 FALSO FALSO",2026-06-17,
134,"2,04478E+18 edwar villanueva "" Jeri,perdónalo a porky x la vacancia,entiéndelo q es un bb en política.ahora esta sufriendo x pasar a segunda vuelta y pasará, tenía asegurado su pase,pero no ganará la presidencia,lo falta mucho x aprender,",2026-06-17,
135,"«Siembra vientos y recogerás tempestades»"" 16/04/2026 9:18 0 0 0 7 0 1004 DERECHA, PRO VIDA VERDADERO 04/02/2025 20:26 102 48 159887 23 81744 FALSO FALSO",2026-06-17,
136,"2,04484E+18 J.C ® ???? Un anormal y un ?? jeropa 16/04/2026 13:11 0 0 0 7 0 203 ""??REGRESÉ??5/11/22?? en contra de corruptos mafiosos enquistados en organizaciones criminales disfrazadas de partidos políticos.",2026-06-17,
137,"Siguiendo a quien me seguía????"" FALSO 18/09/2012 22:05 ????Talara-Peru???? 1002 604 80437 16010 54676 FALSO FALSO",2026-06-17,
138,"2,0448E+18 ?????? Mucha espina, poca???????? Entre violadores se apoyan y defienden. ???? 16/04/2026 10:38 0 0 0 6 0 35 Catlover, progre, agnóstica y procrastinadora. Sin talento para los números. Pesimista. Aquí se habla español. ?? ????? VERDADERO 24/10/2011 17:52 Perú 1664 2640 1231625 627 285170 FALSO FALSO",2026-06-17,
139,"2,04478E+18 Zzz El problema de Perú no es de personas, es de sistema. Tenemos instituciones que incentivan la corrupción y la fragmentación. La solución no es hacer más reformas, sino enfocarse en tres palancas: transparencia radical en el gasto público, una reforma política que reduzca la 16/04/2026 9:25 0 0 1 4 0 705 Heart-led Leader | Tech with Purpose | Builder of Human Connection Here to elevate, unite, and lead with intention FALSO 28/10/2024 0:13 38 173 483 29 501 FALSO VERDADERO",2026-06-17,
140,"2,04479E+18 Bella Fuera mrda 16/04/2026 9:46 0 0 1 4 0 35 FALSO 18/03/2017 1:01 1510 1069 159821 17202 59045 FALSO FALSO",2026-06-17,
141,"2,04481E+18 Chiop ?? "" Hablas de """"pensar en el país"""" y propones a alguien que llama a insurgencia? confundes análisis político con tu wishlist.",2026-06-17,
142,"Quien pase a 2da vuelta lo decide el país, no tú."" 16/04/2026 10:50 0 0 0 6 0 103 Médico Cirujano???????#WomenInMedicine?? Sassy, classy, and bad-assy?? A favor de la evidencia y no de la experiencia. Hija de Atenea con apariencia de amazona? VERDADERO 05/11/2022 12:12 Orgrimmar ??????????? 148 687 5781 212 1347 FALSO FALSO",2026-06-17,
143,"2,0448E+18 wanda El violín quiere más impunidad? 16/04/2026 10:29 0 0 1 4 0 43 En política no hay coincidencias, piensa mal y acertarás. Mis opiniones son a título personal! ????. VERDADERO 24/11/2021 22:55 1983 640 10490 1428 17808 FALSO FALSO",2026-06-17,
144,"2,04479E+18 José Baltazar Lo dice el lobbysta que pactó con los chinos y sabe Dios con qué empresarios más y que contrató a damicelas con la plata del estado. Caradura. 16/04/2026 9:34 0 0 0 6 0 77 Ciudadano FALSO 16/01/2023 0:21 Lima 40 83 3224 18 15311 FALSO FALSO",2026-06-17,
145,"2,04491E+18 basquet_tlv El libro se quedó pegado a la mano, por eso escribes huevadas 16/04/2026 17:28 0 0 1 4 1 109 ?? FALSO 04/06/2019 15:22 Ninguna 334 963 315378 1292 89716 FALSO FALSO",2026-06-17,
146,"2,0448E+18 Bruno Espejo ?? ?? ?? ?? ?? ?? ?? 16/04/2026 10:46 0 0 0 6 0 63 FALSO 16/11/2020 22:57 1352 799 97981 1898 23867 FALSO FALSO",2026-06-17,
147,"2,04487E+18 Juan Cure Bazalar 16/04/2026 15:06 2 0 0 6 1 561 Veraz FALSO 14/04/2020 15:07 Lima, Peru 13 177 2948 582 1378 FALSO FALSO",2026-06-17,
148,"2,04478E+18 Lorem_Ipsum "" Yo también lo espero pero, si fuera tú yo no diría nada.",2026-06-17,
149,"Recuerda que fue él que complotó contra ti, y eso hizo que comience a bajar en las encuestas semana a semana en un punto de no retorno."" 16/04/2026 9:21 1 0 0 5 0 1333 Dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua... FALSO 04/11/2025 10:46 180 470 15931 102 8552 FALSO FALSO",2026-06-17,
150,"2,04483E+18 IngridTJ?????? A quiene.importa lo que tú pienses oye pedazo de sinvergüenza, dale su membresía de only fans a tus chicas y no jodas más con tu presencia en el país, basura 16/04/2026 12:40 0 0 0 5 0 151 No hay límites para la investigación????????,enseño a quien quiera aprender ???? FALSO 28/07/2018 18:38 Lima, Peru 569 819 101915 177 16981 FALSO FALSO",2026-06-17,
151,"2,04483E+18 mercedes cateriano "" Este sujeto habla como si no hubiera sido presidente",2026-06-17,
152,Él pudo,2026-06-17,
153,deshacerse d las leyes pro criminalidad,2026-06-17,
154,Y lo único q hizo es lo ha hecho todo este quinquenio,2026-06-17,
155,Hacer sus lobbies y aumentar su patrimonio sin límite alguno,2026-06-17,
156,"Si existe justicia tiene q terminar en la cárcel"" 16/04/2026 12:21 0 0 1 3 0 36 FALSO 01/02/2015 21:44 Brussels, Belgium 754 537 48015 2695 41436 FALSO FALSO",2026-06-17,
157,"2,04479E+18 J Entre pajeros se entienden 16/04/2026 10:06 0 0 0 5 1 199 ""25/ Pe.",2026-06-17,
158,"Reciprocidad."" FALSO 01/06/2021 16:10 90 818 128330 561 23732 FALSO FALSO",2026-06-17,
159,"2,04484E+18 Felipe Hidalgo si te retuitea , ya entendemos todo. La gente de mal vivir, los malandros encapuchados, la q se deja agarrar el poto y chapar en el CALLAO por votos, se juntan: Ojalá me muera antes de volver a verlos en politica !! 16/04/2026 13:06 0 0 1 3 0 51 Si ser caviar es lo opuesto a Rospigliosi, López Aliaga, Patty Chirinos, Maricarmen Alva, Cerrón, Mariategui, Pancho de Piérola, etc. entonces soy caviar. VERDADERO 11/03/2012 12:22 49 372 33299 5 29197 FALSO FALSO",2026-06-17,
160,"2,0448E+18 Peregrino Estepario Pasará a 2da vuelta Roberto Sanchez y deberá ceder en su plan de gobierno, si no, lo vacan en un congreso q ahora tiene mayor poder y unas FFAA q son fieles a la derecha. 16/04/2026 10:30 0 0 0 5 0 111 Que la falta de talento no sea una excusa si siempre puedes entregar el corazón. VERDADERO 12/04/2020 2:31 65 165 57565 1646 10487 FALSO FALSO",2026-06-17,
161,"2,04481E+18 General Del Aire Alguna cochinada tendrás oculta que quieres que no te inhabiliten por 10 años de la función pública. 16/04/2026 11:08 0 0 0 5 0 42 ""Defensor incondicional de los reporteros maltratados ?? 90% sarcasmo.",2026-06-17,
162,??% celeste ??,2026-06-17,
163,Ni comunismo ni mercantilismo.,2026-06-17,
164,"Centro ??. Parodia."" VERDADERO 07/04/2020 17:27 833 262 5113 1256 19579 FALSO FALSO",2026-06-17,
165,"2,04479E+18 ??????. ?????? Jajajajajajajajajajaj buscando chamba el vio la d0r 16/04/2026 9:33 0 0 0 5 0 75 ""???????????????????? ???? ?????????????? ??????????????????????????????.",2026-06-17,
166,???????? ?? ???????? ????????????. ??,2026-06-17,
167,"?????????????? ???????? ?????????? ????????????"" VERDADERO 02/02/2016 14:12 Ciudad Gótica (Lima ????) 2653 1962 69886 1865 78449 FALSO FALSO",2026-06-17,
168,"2,04481E+18 Donna Forte ?? Jajajjaja 16/04/2026 10:55 0 0 0 5 0 136 ""Abogada e Interna de Psicología",2026-06-17,
169,#VizcarraAlCongreso,2026-06-17,
170,"#PeruPrimero"" FALSO 03/12/2020 17:33 8465 955 89043 12467 42796 FALSO FALSO",2026-06-17,
171,"2,04481E+18 Tatiana??? verá a BTS "" Me convenciste, hoy soy más antiporkysta que ayer.",2026-06-17,
172,"No me sorprende que el que contrataba prostitutas en Palacio de Gobierno apoye al que encubre pederastas, pero igual qué pena, así va mi Perú..."" 16/04/2026 11:01 0 0 0 5 0 313 ""28 ???? VOY A VER A BTS CRJ ????",2026-06-17,
173,"In love with JK, Yuzuru & Lord Grim. I love/hate Figure Skating since 2016. #OOR #BTS #MAMAMOO #HS #LT #1D ????"" VERDADERO 12/07/2011 19:43 Perú pe 2409 2853 29403 453 50244 FALSO FALSO",2026-06-17,
174,"2,04486E+18 Llanero Solitario (Lone Ranger) "" Nos interesa NADA lo que puedas pensar, nosotros, estamos pensando en cuándo te encausarán por todas las tropelías cometidas en ejercicio de la más alta magistratura del estado",2026-06-17,
175,para cuándo??,2026-06-17,
176,"PD para qué copias al cerdo, buscando protección de la otra banda??"" 16/04/2026 14:43 0 0 0 5 0 33 ""EL PERÚ Primero! ????????",2026-06-17,
177,"Los lugares más oscuros del infierno están reservados para quienes se mantienen neutrales en tiempos de crisis moral (Dante Alighieri)"" VERDADERO 12/11/2020 23:28 Lima, Peru 1623 2938 17654 4470 43842 FALSO FALSO",2026-06-17,
178,"2,04492E+18 Jorge Luis "" Calla RCTM sinvergüenza. Keiko y Porky han destrozado el país estos últimos 3 años sin interesarle los más necesitados y vienes a hablar huev...",2026-06-17,
179,"Tu y Dina títeres de mierd..."" 16/04/2026 18:07 2 0 0 5 0 413 FALSO 14/02/2026 14:43 13 105 1340 4 1300 FALSO FALSO",2026-06-17,
180,"2,04479E+18 amanda ???? RLA es la mejor opción de lejos!! 16/04/2026 9:31 0 0 0 4 0 25 DUAL ?? santos bravos ??, política ?? exol en pausa :c FALSO 08/08/2020 3:04 141 143 23300 166 8402 FALSO FALSO",2026-06-17,
181,"2,0448E+18 SABI SAAB Entre violines se entienden. 16/04/2026 10:17 0 0 1 2 0 30 FALSO 29/03/2009 23:47 1069 2975 545725 1138 180630 FALSO FALSO",2026-06-17,
182,"2,04494E+18 Billy Gutiérrez ¿A costa de impunidad y as3sinatos por delante? Es la pregunta que debería responder. Sobre todo usted, tiene el deber moral de hacerlo. Para no quedar, en la historia del Perú, peor de lo que está quedando ahora, señor Jerí. 16/04/2026 19:47 0 0 0 4 0 46 PIURA - PERÚ VERDADERO 15/12/2011 7:38 Piura - Perú. 2165 4982 117857 714 33591 FALSO FALSO",2026-06-17,
183,"2,04479E+18 Frank Tonic Calla pajero 16/04/2026 9:36 0 0 0 4 0 32 Tuiteo, luego existo. FALSO 29/10/2009 21:44 687 234 98849 1510 38273 FALSO FALSO",2026-06-17,
184,"2,04479E+18 katherine Muchas gracias ?? 16/04/2026 10:05 0 0 0 4 0 35 AMO LA JUSTICIA, LA LEALTAD, LA DEMOCRACIA, LA LIBERTAD!! ? NO AL COMUNISMO, NO AL TERRORISMO ? FALSO 04/07/2021 19:05 2497 3190 281175 12784 204621 FALSO FALSO",2026-06-17,
185,"2,04479E+18 e ?? Ya marioneta 16/04/2026 9:44 0 0 0 4 0 73 mil veces venceremos VERDADERO 16/02/2012 21:30 Lima, Perú 1371 575 481745 2239 68286 FALSO FALSO",2026-06-17,
186,"2,04479E+18 Fernando No puede haber una real representación nacional si los dos candidatos que pasan a segunda vuelta ni siquiera pasan el 30 % de votación de todos los peruanos. Hay un 70 % que no los quiere. No es tan difícil de entender 16/04/2026 10:07 0 0 0 4 0 349 Abogado FALSO 07/06/2011 0:20 Lima, Perú 95 1865 32670 308 5059 FALSO FALSO",2026-06-17,
187,"2,0448E+18 Cristián f.s Sigue llendo a los telas de lince,ya sabes pata que 16/04/2026 10:23 0 0 0 4 0 57 Perú lucho porque te quiero, no a la corrupción ?????? FALSO 26/03/2020 22:14 Lima, Peru 2336 2418 140774 6169 359648 FALSO FALSO",2026-06-17,
188,"2,04479E+18 Robert Leandro De acuerdo con usted, en un futuro postule para presidente, tiene grandes chances de tener un buen resultado, tiene la simpatía de muchos peruanos. Ahora si debe definir bien su postura politica, pero con inteligencia. El Perú necesita a un representante joven de derecha. 16/04/2026 9:28 0 0 1 2 0 54 Comunicador en relaciones públicas, publicidad y redactor creativo. Filosofía e historia. Católico VERDADERO 01/04/2010 16:37 471 1828 18287 157 24344 FALSO VERDADERO",2026-06-17,
189,"2,04479E+18 ????DDLN?? ?? Te protegieron todos los del pakto 16/04/2026 9:54 0 0 0 4 0 43 DIA DE LA #NAKBA VERDADERO 06/01/2019 19:17 T. 2077 4914 205554 12764 159007 FALSO FALSO",2026-06-17,
190,"2,04479E+18 ElVencedor Oooh qué sorpresa !!!!! Jajaja no se podía esperar más. Siempre los delincuentes se solidarizarán con sus iguales. Qué bueno que el Perú se soltó a tiempo de tu empobrecedor y corrupto gobierno. Qué bueno que ahora vas a tener que pagar con tu bolsillo a las prostis 16/04/2026 9:30 0 0 0 4 0 418 VERDADERO 27/03/2021 9:38 34 107 3641 902 3953 FALSO FALSO",2026-06-17,
191,"2,04479E+18 Patricia Presidente Jeriiiii, porque fue con esos chinos traidores, no estaríamos sufriendo ahora. 16/04/2026 9:31 1 0 0 4 0 325 Emprendedora, Contador, madre de 2 niños A1, mi orgullo, mi fuerza para seguir pese a todo. FALSO 31/03/2021 19:17 348 469 99773 36 10755 FALSO FALSO",2026-06-17,
192,"2,04481E+18 Dora Salinas Marca RLA no representa a nadie en el Perú 16/04/2026 11:23 0 0 0 4 1 83 FALSO 22/04/2009 17:09 TACNA LA MAS LINDA 86 94 14679 93 5269 FALSO FALSO",2026-06-17,
193,"2,04479E+18 Tessa Bien dicho! ahora toca NO darle la confianza al que no supo garantizar el buen desempenö de las #EE,, él está coludido para entregarle el cargo a Sánchez 16/04/2026 9:36 0 0 0 4 0 129 """"""Cada uno recoge lo que siembra"""". Siembra El Bien y Verás El Fruto. Siembra Vientos y Cosecharás Tempestades."" FALSO 21/08/2019 0:47 Sverige 495 1131 37290 3024 48404 FALSO FALSO",2026-06-17,
194,"2,04478E+18 ??????___?? Y los negocios con comunistas si te gustan ? ???? 16/04/2026 9:21 1 0 1 2 0 249 Alegre intrepido curioso VERDADERO 06/06/2021 20:09 Lima, Peru 8 342 120 14 139 FALSO FALSO",2026-06-17,
195,"2,04478E+18 Jean "" ¿Hablas de crecimiento? Si te dedicaste al crecimiento de tu patrimonio, al crecimiento de damas de compañía. ¿Con qué moral hablas?",2026-06-17,
196,"Hiciste de palacio un burd3l."" 16/04/2026 9:09 0 0 0 4 0 1147 FALSO 07/10/2015 13:24 10 170 50 2 15 FALSO FALSO",2026-06-17,
197,"2,04479E+18 Claudio RodriPas. "" A las regiones van a tocarle las puertas SOLO cuando están en campaña electoral estos hijos de puta. Lo único que quieren, como tú, es tener poder para llenarse los bolsillos y hacer las cosas como la mierda gana les da",2026-06-17,
198,""" 16/04/2026 9:59 0 0 0 4 0 55 Ni con vagos Rojetes, mafiosos Naranjetes o vividores Caviaretes. Miras las mañas de tus rivales políticos PERO bien q' te comes la caca d quienes defiendes???? FALSO 30/03/2024 16:25 zona de la Imparcialidad 41 299 1442 634 9431 FALSO FALSO",2026-06-17,
199,"2,0448E+18 MichoTrozte calla pajero 16/04/2026 10:29 0 0 0 3 0 37 Didn't you call my fears with a Cheshire Cat smile????? FALSO 07/02/2020 17:02 El tizón 3087 630 33946 992 31603 FALSO FALSO",2026-06-17,
200,"2,04479E+18 Luis Atusparia Violín 16/04/2026 9:57 0 0 0 3 0 63 estrategia política,RONIN.socio principal y fundador de laboratorio político del Perú VERDADERO 23/02/2014 0:57 Lima, Peru 1578 2270 37938 3412 62087 FALSO VERDADERO",2026-06-17,
201,"2,0448E+18 carmen Gracias , pero con los Chinos no se transa. 16/04/2026 10:40 0 0 1 1 0 40 todos tienen derecho a un trabajo digno. FALSO 23/02/2017 21:41 421 487 29122 4760 38423 FALSO FALSO",2026-06-17,
202,"2,0448E+18 Javier LR 16/04/2026 10:29 1 0 0 3 1 155 Por los que alientan desde el cielo,por mi hijo,que desde allá, retumbará: Arriba Alianza ?????? VERDADERO 19/03/2013 12:47 Callao, Peru 1027 5723 246809 778 14446 FALSO FALSO",2026-06-17,
203,"2,04479E+18 rancio jsjdjsjajsdjja oe te pusiste a tirar y regalar contratos en palacio de gobierno y de verdad sigues creyendo que tu opinión todavía importa?? 16/04/2026 9:55 0 0 0 3 0 90 por la obra de nuestro tiempo VERDADERO 05/07/2017 23:53 Sinnoh 580 334 108275 480 8235 FALSO FALSO",2026-06-17,
204,"2,04479E+18 Oscar Mena Zapata Pero seguirán las protestas y ver a y sus socios en la cárcel 16/04/2026 10:00 0 0 1 1 0 97 Tecnología Entretenimiento en general ni de izquierda ni derecha anti comunista. luche en los conflictos 81 y 95 además contra SL COMUNISMO NUNCA ???????????? FALSO 09/04/2019 13:56 San Miguel Peru 1103 631 106878 16653 235243 FALSO FALSO",2026-06-17,
205,"2,0448E+18 Luu pensando en como intentar salvarte dirás, pobre y triste impotente xD 16/04/2026 10:34 0 0 0 3 0 36 ""Administradora",2026-06-17,
206,"PET lover ????"" FALSO 31/05/2015 22:38 Lima, Peru 358 525 101742 1307 71362 FALSO FALSO",2026-06-17,
207,"2,04487E+18 Percy Barzola Bahamo Vean pues con lo que sale un pelele que funjia de presidente, por si acaso, los que esperaban que el desarrollo del Perú y que ese crecimiento les llegara, eran las empresas con las que tú trabajas por lo bajo. Así que no vengas con cojudeces y hacerte el gran analista. Pelele . 16/04/2026 15:04 0 0 0 3 0 84 Ciudadano común y corriente.... VERDADERO 13/01/2015 18:11 Lima-Peru. 182 88 65071 109 24905 FALSO FALSO",2026-06-17,
208,"2,0448E+18 ssed RLA solo ganó en Lima, genio 16/04/2026 10:24 0 0 0 3 0 168 Verano del 92. Activando en y en Seguimos?? VERDADERO 28/02/2010 23:13 Lima, Perú. 4225 853 67305 1823 37584 FALSO FALSO",2026-06-17,
209,"2,04489E+18 La Sombra Pensando en el país, espero que termines en la cárcel, por estar favoreciendo a tus amigas ruflas. Pa la próxima, cacha con tu plata, no con la del Estado. 16/04/2026 16:35 0 0 0 3 0 56 Si vas a decir todo lo que quieres, vas a tener que oír lo que no quieres. Y ahí voy a estar yo para decírtelo. FALSO 03/06/2024 11:00 52 664 39266 195 14888 FALSO FALSO",2026-06-17,
210,"2,04489E+18 AcaroDeCerdo Tenías solo un solo trabajo y era resistir, y por jer0pa te vacaron... una vergüenza para el Perú 16/04/2026 16:36 0 0 0 3 0 44 Acaro de cerdos, políticos, chairos, ETS, etc y etc FALSO 21/05/2020 19:17 53 139 15810 1264 27321 FALSO FALSO",2026-06-17,
211,"2,04479E+18 Jorge Don nadie. 16/04/2026 9:55 0 0 1 1 1 25 """"""Dada la solución, hallar el problema.""""",2026-06-17,
212,"Aquí no va un CV."" FALSO 19/11/2018 23:45 Lima, Perú 542 1564 27089 1079 33883 FALSO FALSO",2026-06-17,
213,"2,04483E+18 Eliana Santillán Claro le conviene para que archiven todas las investigaciones de las contrataciones fraudulentas y demás! ¡Si lo apoyas hay la seguridad de que sea un gobierno nefasto! 16/04/2026 12:31 1 0 0 3 0 756 FALSO 28/07/2023 8:34 11 34 2590 10 1978 FALSO FALSO",2026-06-17,
214,"2,04492E+18 Simple Rick las únicas posturas que te sabes son las que practicas en lince oe 16/04/2026 18:13 0 0 0 3 0 25 VERDADERO 04/07/2009 11:32 Lima, Perú 965 962 99072 4274 26155 FALSO FALSO",2026-06-17,
215,"2,04481E+18 Valeria ???? Tu pagaste prostis con dinero del Estado, mantente callado. Me daría vergüenza que me escojan de presidente a la chiripa y ser lo que tu fuiste! Que desperdicio de oportunidad en tu carrera política. 16/04/2026 11:02 0 0 0 3 0 124 Progres, una peste muy de moda. FALSO 08/04/2016 17:13 Lima, Perú 3439 578 14253 426 16246 FALSO VERDADERO",2026-06-17,
216,"2,04479E+18 Arón ????????????? "" Fuera violín hijo de puta",2026-06-17,
217,Títere y peon del fujimorismo.,2026-06-17,
218,"Rata"" 16/04/2026 9:43 0 0 0 3 0 27 Leales SIEMPRE traidores NUNCA! FALSO 23/07/2020 11:45 Nación, Tahuantinsuyo 824 242 63075 2531 21895 FALSO FALSO",2026-06-17,
219,"2,04479E+18 JOE TELLO Oe pajerín, en serio te falta conocer la realidad nacional. Mira los resultados, y RL solo gana en LM, en ninguna otra provincia mas de Lima Dpto., y vas a decir que es la voluntad del pueblo peruano. Calladito te ves mejor. 16/04/2026 9:51 0 0 0 3 0 269 VERDADERO 11/05/2022 9:30 9 66 83 24 789 FALSO FALSO",2026-06-17,
220,"2,04487E+18 La Destra Siniestra 16/04/2026 15:22 0 0 0 3 1 122 Un espacio donde la evidencia pesa más que la ideología. VERDADERO 11/11/2009 4:20 Buscando bambú 61 578 4585 39 5615 FALSO FALSO",2026-06-17,
221,"2,04479E+18 Jorge Luis Cabani ???? ???????? 16/04/2026 9:55 0 0 0 3 0 31 ""Dios, Familia y Patria ? ProVida ? Derecha ? Emprendedor ? Psicólogo ?",2026-06-17,
222,"La política y algunos políticos son buenos ? ES/EN/IT"" VERDADERO 30/06/2009 14:13 Callao, Lima, Peru 1792 967 165047 1554 51754 FALSO FALSO",2026-06-17,
223,"2,0449E+18 The Patriot "" Debiste quedarte en la presidencia, Porky no debió impulsar ninguna vacancia; ahora Balcázar es un muerto viviente."" 16/04/2026 16:57 0 0 1 1 0 32 Patriota, CGI anti subversivo,militar (r), antirojetes, caviares, rosados y progres. FALSO 28/11/2021 6:05 1344 705 85347 7651 37767 FALSO FALSO",2026-06-17,
224,"2,04482E+18 CrMollo Fue un gran error de porky buscar la vacancia de jeri 16/04/2026 11:40 0 0 1 1 0 17 FALSO 06/03/2021 18:01 75 566 27043 1 9892 FALSO FALSO",2026-06-17,
225,"2,04479E+18 Simbad Atorr4nte de m...., terminarás preso... Ya falta poco para el 28 de julio.. jejejeje.. 16/04/2026 9:44 0 0 0 3 0 26 ""Detesto la corrupción venga de donde venga...",2026-06-17,
226,"tambien a los terruqueadores.. me gusta destruirlos, educarlos no, porque generalmente están adoctrinados."" FALSO 24/02/2022 8:19 Lima, Peru 97 220 9574 1399 10448 FALSO FALSO",2026-06-17,
227,"2,04481E+18 GeorgeHonesto calla el hociko sirviente del #PactoMafioso 16/04/2026 11:04 0 0 0 3 0 25 Antes, ahora y después honesto y luchando contra los corruptos VERDADERO 20/12/2017 19:44 1164 1812 391100 4429 29903 FALSO FALSO",2026-06-17,
228,"2,04487E+18 ZoilaA Que se puede esperar de un pajeri dándole apoyo al otro pajero y violador, si violador RLA quiere violar al presidente del JNE. Uds son unos enfermeros sexuales. Aparte de corruptos por supuesto. 16/04/2026 15:03 0 0 0 2 0 240 . FALSO 08/04/2020 19:09 91 269 22203 164 26421 FALSO FALSO",2026-06-17,
229,"2,04486E+18 Yenisa Guizado M. A ti por desesperado de botaron ??. Esperamos verte procesado pronto ?? 16/04/2026 14:20 0 0 0 2 0 17 La cordura no tiene porque ser aburrida. VERDADERO 03/07/2016 19:41 Callao, Peru 961 5172 161157 642 43704 FALSO FALSO",2026-06-17,
230,"2,04479E+18 Pepe U K Presi, no te debieron sacar. 16/04/2026 9:33 0 0 0 2 0 25 ""Encontrar inconsistencias en cualquier forma de paradigma enraizado en la sociedad sin cauce natural.",2026-06-17,
231,"Apasionado del fUtbol y UNIVERSITARIO de DEPORTES."" FALSO 01/12/2015 17:25 Lima 873 3115 166775 2902 108603 FALSO FALSO",2026-06-17,
232,"2,04487E+18 Cerøtønina "" Ni tú te crees eso de la """"representación"""" cuando Lopez Aliaga no te gana en ninguna región."" 16/04/2026 15:07 0 0 0 2 0 52 ? Común y silvestre ? Base 3 ? Adicta al rock ? AL?? ? Antiracistas ? ?? ? Catarsis política ? Anti DBA ? Random ???? ? VERDADERO 17/07/2012 18:36 Lima - Perú ?? 1554 1057 149794 956 68566 FALSO FALSO",2026-06-17,
233,"2,04481E+18 Jonathan Mori Hasta a Pedro Castillo puedo considerar ex presidente del Perú porque querramos o no fue elegido por el pueblo peruano, pero a este tipo Jeri me da vergüenza decir que rpresentaba al Perú como presidente, tocamos fondo sin duda 16/04/2026 11:10 0 0 0 2 0 30 ""business man",2026-06-17,
234,la tecnología es importante para el desarrollo de un país,2026-06-17,
235,"no me gustan los corruptos"" FALSO 14/10/2023 2:14 24 89 1485 56 7090 FALSO FALSO",2026-06-17,
236,"2,04486E+18 0rganismo viviente Calla violador conchadetumadre 16/04/2026 14:25 0 0 0 2 0 6 Amo el sol de invierno. FALSO 21/01/2012 0:01 Lo que queda del Chinchaysuyo 202 371 258834 504 20185 FALSO FALSO",2026-06-17,
237,"2,04479E+18 CarlosdelRio52 Vete a la mierda, pendejo. 16/04/2026 9:54 0 0 0 2 0 18 FALSO 06/04/2018 18:42 1614 1090 228613 0 62083 FALSO FALSO",2026-06-17,
238,"2,04505E+18 Franchu oe mano, mejor procupate por encontrar un buen abogado con todo lo que se te viene despues de 28 de julio, que las unicas pajas que vas a poder hacerte van a ser en la carcel nomas, y ahi no va a valer el fui presidente por accidente... 17/04/2026 2:50 0 0 0 2 0 217 ""Ya probé, ya fumé, ya tomé, ya dejé, ya firmé, ya viajé",2026-06-17,
239,"Ya pegué, ya sufrí, ya eludí, ya huí, ya asumí",2026-06-17,
240,"Ya me fui, ya volví.",2026-06-17,
241,"no uso acentuaciones gramaticales."" VERDADERO 05/09/2009 1:33 Lima Peru 95 480 9608 250 8728 FALSO FALSO",2026-06-17,
242,"2,0448E+18 LUIIS ? Es que tu respaldo no es algo bueno oe pajero, si quieres que gane apoya al que quieras que pierda. 16/04/2026 10:21 0 0 0 2 0 46 aduka te eduka VERDADERO 25/09/2023 17:35 Still At The Restaurant 313 317 100735 926 16400 FALSO FALSO",2026-06-17,
243,"2,04479E+18 Pimpom ?????? "" El unico desarrollo que te importo fue el de tus scorts y tu miembro; asi que largate de aca"" 16/04/2026 9:55 0 0 0 2 0 64 Muy guapo y de cartón FALSO 10/03/2009 23:45 1052 1264 24791 2187 24885 FALSO FALSO",2026-06-17,
244,"2,04481E+18 Clau Y quien te preguntó? Deberías estar en la cárcel, imbecile 16/04/2026 11:07 0 0 0 2 0 16 ???????? FALSO 15/05/2014 17:54 82 160 181873 159 8160 FALSO FALSO",2026-06-17,
245,"2,0448E+18 Eder Un violador apoyando a otro violador, q bonito. Demostrando q siempre fuiste y serás un miserable títere. 16/04/2026 10:35 0 0 0 2 0 29 Lo q sea... FALSO 12/09/2024 1:47 Lima, Perú 37 231 38750 960 24497 FALSO FALSO",2026-06-17,
246,"2,04481E+18 Angel Torres inútil bueno para nada ... 16/04/2026 11:27 0 0 0 2 0 15 FALSO 28/05/2024 13:22 712 7479 59751 18409 101440 FALSO FALSO",2026-06-17,
247,"2,04483E+18 Mujer Andina Calla VIOLIN, tu palabra no vale de nada. Eres un cero a la izquierda. 16/04/2026 12:34 0 0 0 2 0 162 Mamá, profesora. Amo la vida ??Amante del amanecer ??.Sonccoypim llaqtay. Munaspaykiqa qatiykuay ??. Tus insultos por mi origen me llegan a la punta de la teta. VERDADERO 05/10/2019 16:40 Mayupi 546 118 1706 110 5241 FALSO FALSO",2026-06-17,
248,"2,04485E+18 Michael El país está jodido por gente como tú, que tiene reuniones con empresarios siendo presidente, la derecha y la izquierda no existen, son cojudeces, lo que realmente existe son políticos corruptos e incapaces y es lo que al final va a quedar para escoger. 16/04/2026 14:05 0 0 0 2 0 917 FALSO 10/11/2018 13:24 25 476 7078 5 5969 FALSO FALSO",2026-06-17,
249,"2,0448E+18 Vamos Perú! ??????? ???? "" LIMA NO ES UN PAÍS, entiéndelo en tu pequeño cerebro",2026-06-17,
250,"Gracias a ti Somos Perú desapareció, no pasó la valla( lo único bueno que hiciste) , y todo por libertino",2026-06-17,
